,date,temperature_2m,apparent_temperature,snowfall,relative_humidity_2m,dew_point_2m,precipitation_probability,precipitation,rain,showers,snow_depth,weather_code,pressure_msl,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,temperature_180m,temperature_120m,temperature_80m,wind_gusts_10m,wind_direction_180m,vapour_pressure_deficit,et0_fao_evapotranspiration,evapotranspiration,surface_pressure,wind_direction_120m,wind_direction_80m,wind_direction_10m,wind_speed_180m,wind_speed_120m,wind_speed_80m,wind_speed_10m,soil_temperature_0cm,soil_temperature_6cm,soil_temperature_18cm,soil_temperature_54cm,soil_moisture_0_to_1cm,soil_moisture_1_to_3cm,soil_moisture_3_to_9cm,soil_moisture_9_to_27cm,soil_moisture_27_to_81cm
48,2023-01-03 00:00:00+00:00,10.7075,10.3343525,0.0,90.0,9.133617,,0.0,0.0,0.0,0.0,3.0,1020.4,100.0,100.0,0.0,85.0,14800.0,11.2465,10.379001,10.379001,4.32,204.77512,0.12894332,0.0,0.0,1014.1598,212.27562,131.63345,135.0001,15.463246,8.25733,4.3349743,1.0182338,7.7465,8.1465,7.8465004,6.3465,0.305,0.306,0.309,0.321,0.342
49,2023-01-03 01:00:00+00:00,10.3575,10.01007,0.0,92.0,9.113755,,0.0,0.0,0.0,0.0,3.0,1019.9,100.0,100.0,0.0,14.0,12900.0,11.4465,10.279,10.329,4.32,188.53069,0.1007787,0.0,0.0,1013.65515,167.19574,185.7105,296.56497,14.561099,8.289968,3.6179552,0.8049845,7.7465,8.2465,7.8465004,6.3465,0.306,0.307,0.31,0.321,0.342
50,2023-01-03 02:00:00+00:00,10.307501,9.043339,0.0,88.0,8.406425,,0.0,0.0,0.0,0.0,3.0,1019.7,99.0,99.0,0.0,16.0,15400.0,10.8465,10.129001,10.079,12.959999,188.91484,0.15066814,0.0,0.0,1013.4552,145.0079,126.86999,119.74479,18.584509,8.97051,12.599998,5.8048253,7.6965,8.1465,7.8465004,6.3965,0.306,0.307,0.31,0.321,0.341
51,2023-01-03 03:00:00+00:00,8.907499,7.774925,0.0,88.0,7.0272985,,0.0,0.0,0.0,0.0,3.0,1019.9,86.0,56.0,0.0,86.0,15200.0,10.2465,9.879001,9.779,11.879999,191.30989,0.13716805,0.0,0.0,1013.6231,157.249,148.39255,81.86999,18.35647,12.351883,10.990322,2.5455842,7.5965,8.0965,7.7965,6.3965,0.306,0.307,0.31,0.32,0.341
52,2023-01-03 04:00:00+00:00,8.907499,7.6084538,0.0,87.0,6.860569,,0.0,0.0,0.0,0.0,3.0,1019.3,98.0,6.0,0.0,98.0,15600.0,9.5465,9.379001,9.279,6.12,197.35411,0.14859927,0.0,0.0,1013.02673,168.9591,90.0,71.564964,18.1041,15.349409,6.12,3.4152596,7.4965,7.9965,7.7965,6.4465,0.306,0.307,0.31,0.32,0.341
53,2023-01-03 05:00:00+00:00,8.4575,7.0194597,0.0,93.0,7.390474,,0.0,0.0,0.0,0.0,3.0,1018.9,100.0,100.0,10.0,18.0,12700.0,9.5465,8.979,8.879001,11.5199995,192.26476,0.077617526,0.0,-0.0,1012.6194,154.98314,97.35229,74.054535,16.946787,12.1646385,11.252519,5.2416787,7.3965,7.8964996,7.7965,6.4465,0.307,0.308,0.31,0.32,0.341
54,2023-01-03 06:00:00+00:00,8.8575,8.2077055,0.0,93.0,7.787083,,0.0,0.0,0.0,0.0,3.0,1018.4,99.0,99.0,98.0,98.0,13700.0,9.5465,8.779,8.679,10.08,192.75752,0.07974386,0.0,-0.0,1012.13135,154.7989,107.74477,315.0001,19.562946,13.807381,9.449572,0.5091169,7.3965,7.8465004,7.7465,6.4965,0.307,0.308,0.311,0.32,0.341
55,2023-01-03 07:00:00+00:00,9.2075,7.9275665,0.0,92.0,7.9749923,,0.0,0.0,0.0,0.0,3.0,1017.7,100.0,100.0,100.0,87.0,13700.0,8.9465,8.279,8.229,10.08,168.887,0.09331024,0.0,0.0,1011.44336,162.55272,100.491425,65.22488,20.545246,13.480825,9.885262,5.154415,6.8965,7.4465,7.6465,6.4965,0.309,0.309,0.311,0.32,0.341
56,2023-01-03 08:00:00+00:00,8.907499,7.717141,0.0,96.0,8.304015,,0.0,0.0,0.0,0.0,3.0,1017.3,100.0,100.0,98.0,93.0,12200.0,8.6465,8.029,8.029,15.119999,180.0,0.045721292,0.0048726615,0.0,1011.03906,152.81897,33.310646,50.710617,19.8,15.283296,15.077082,5.1165614,7.1465,7.3965,7.5965,6.5465,0.317,0.315,0.312,0.32,0.341
57,2023-01-03 09:00:00+00:00,9.307501,8.670167,0.0,98.0,9.007526,,0.0,0.0,0.0,0.0,3.0,1016.6,98.0,93.0,98.0,98.0,12200.0,8.5465,7.9289994,7.9289994,6.8399997,176.49654,0.023484468,0.030223653,0.0,1010.35223,180.0,97.12492,123.690094,17.673029,6.981481,2.9024127,2.5959969,7.8465004,7.5965,7.5465,6.5465,0.313,0.313,0.314,0.32,0.341
58,2023-01-03 10:00:00+00:00,9.5075,9.154762,0.0,99.0,9.3579445,,0.0,0.0,0.0,0.0,3.0,1016.2,100.0,100.0,98.0,72.0,3100.0,8.4465,8.529,8.579,2.52,183.57626,0.011900783,0.055488307,0.0,1009.95917,185.44025,26.564985,146.3099,17.313717,7.7512884,2.4149535,1.2979984,8.8965,8.1965,7.5465,6.5465,0.316,0.314,0.314,0.32,0.341
59,2023-01-03 11:00:00+00:00,9.807501,9.006819,0.0,96.0,9.199703,,0.0,0.0,0.0,0.0,3.0,1016.0,100.0,100.0,100.0,7.0,6200.0,8.3465,8.529,8.629001,6.4799995,204.67685,0.04857099,0.09717959,0.0,1009.767,183.814,305.53775,315.0001,14.658676,5.52393,6.193674,4.072935,9.2965,8.7465,7.5965,6.5965,0.33,0.324,0.317,0.32,0.341
